word,count,happiness,kind
genius,208,7.6,tip
supplies,397,6.04,tip
national,345,5.98,tip
sensation,19,6.68,tip
dim,753,3.9,tip
sum,743,5.82,tip
booth,438,5.42,tip
tickets,1088,6.34,tip
direct,130,5.68,tip
flights,377,5.98,tip
david,327,5.5,tip
influenced,12,5.65,tip
bash,49,4.16,tip
elsewhere,1048,4.86,tip
missing,558,2.98,tip
goodness,744,7.58,tip
union,191,6.04,tip
sink,153,3.79,tip
tex,216,5.12,tip
happened,474,5.02,tip
wedding,802,7.34,tip
freaky,67,4.64,tip
glasses,698,5.5,tip
bags,652,5.58,tip
bag,1034,5.64,tip
donate,154,6.74,tip
charity,123,6.4,tip
january,366,5.7,tip
spin,221,5.64,tip
pool,1613,6.78,tip
count,317,5.5,tip
bk,98,4.86,tip
racist,366,2.08,tip
fab,315,6.1,tip
fb,151,5.48,tip
page,564,5.62,tip
r,942,4.78,tip
events,674,6.26,tip
item,886,5.5,tip
rounds,69,5.12,tip
icon,35,6.06,tip
tuned,89,6.0,tip
november,344,6.1,tip
whole,2487,5.88,tip
offering,518,6.32,tip
starts,632,5.96,tip
dig,213,4.9,tip
wicked,139,3.38,tip
lauren,155,5.56,tip
wrap,1137,5.72,tip
upgrade,313,6.58,tip
fills,326,5.51,tip
professional,2718,6.44,tip
rooms,1494,5.58,tip
booked,214,5.08,tip
knew,532,5.94,tip
prior,317,4.88,tip
planning,301,6.16,tip
reasonable,3357,6.38,tip
searched,33,5.19,tip
ur,689,4.96,tip
polish,415,6.16,tip
stone,396,5.04,tip
feet,476,5.58,tip
often,1635,5.68,tip
loyalty,244,7.04,tip
matter,781,5.4,tip
suffer,45,2.08,tip
exception,71,5.48,tip
forced,114,3.16,tip
amounts,105,5.86,tip
tasted,1682,6.38,tip
sadness,26,1.88,tip
luckily,111,7.28,tip
drunk,484,3.88,tip
repeatedly,61,4.72,tip
police,265,4.58,tip
separated,26,3.4,tip
explore,164,6.37,tip
opening,2290,6.2,tip
x,697,4.92,tip
tra,8,5.0,tip
rest,928,7.18,tip
annoying,363,2.82,tip
complained,133,2.9,tip
secrets,42,5.28,tip
grocery,690,6.16,tip
mysterious,11,5.54,tip
major,444,5.76,tip
companies,94,5.26,tip
supply,123,5.76,tip
speaking,98,5.88,tip
communications,10,5.82,tip
students,416,6.28,tip
cinema,64,6.94,tip
four,1091,5.2,tip
promising,68,6.64,tip
patience,242,6.36,tip
virtue,19,6.47,tip
ones,1042,5.16,tip
sweater,177,5.98,tip
obviously,348,5.54,tip
amanda,190,5.64,tip
figure,302,5.5,tip
sucked,321,3.48,tip
rare,543,6.02,tip
viva,57,5.92,tip
j,454,5.04,tip
dawg,30,4.82,tip
corner,1173,4.74,tip
longest,113,5.48,tip
screw,192,4.2,tip
quoted,139,5.48,tip
fighting,58,2.76,tip
crowds,439,4.46,tip
foreign,53,5.68,tip
games,1461,7.32,tip
impress,100,6.58,tip
earth,584,6.44,tip
talented,320,7.06,tip
classy,453,6.72,tip
ya,715,5.22,tip
bud,250,5.54,tip
purple,191,6.04,tip
shy,104,4.46,tip
hit,1673,4.58,tip
quicker,194,6.12,tip
attending,91,6.0,tip
poetry,89,6.4,tip
competition,180,5.64,tip
pass,1255,5.9,tip
caps,70,5.36,tip
careful,789,5.1,tip
auto,272,5.66,tip
body,532,5.96,tip
tennis,105,6.4,tip
butterfly,63,7.76,tip
delicate,62,5.94,tip
problems,397,2.92,tip
lower,393,4.24,tip
fix,1313,6.28,tip
respond,89,5.78,tip
seen,1402,5.4,tip
homes,60,6.62,tip
themselves,237,5.02,tip
deliver,952,6.24,tip
epic,313,6.3,tip
runs,406,5.62,tip
traffic,565,3.34,tip
stadium,248,5.96,tip
arrived,771,6.14,tip
wrapped,363,5.86,tip
dark,1207,3.82,tip
covered,655,5.92,tip
bass,265,6.04,tip
drip,198,4.66,tip
heaven,1389,7.86,tip
wisconsin,46,5.56,tip
buzz,142,5.62,tip
views,763,5.92,tip
becoming,181,5.82,tip
specifically,128,5.5,tip
further,396,5.46,tip
mount,44,5.54,tip
testament,13,5.4,tip
piss,87,3.56,tip
answer,582,6.24,tip
nor,274,4.28,tip
andy,158,4.9,tip
hitting,140,3.68,tip
messed,272,3.84,tip
quiet,1568,5.5,tip
facilities,155,5.76,tip
fires,37,4.26,tip
directly,338,5.56,tip
visits,370,6.4,tip
fucked,26,3.56,tip
scare,105,3.04,tip
efficient,1310,6.8,tip
exists,84,6.34,tip
boot,273,5.0,tip
proper,216,5.94,tip
boss,175,4.18,tip
virtually,42,5.6,tip
caffeine,166,5.8,tip
spare,181,5.74,tip
doctor,452,5.34,tip
zombie,85,3.48,tip
claim,236,5.18,tip
updated,470,6.06,tip
awhile,377,4.84,tip
listed,613,5.08,tip
e,1502,4.72,tip
grand,1013,7.06,tip
moment,282,5.68,tip
theres,82,4.66,tip
sticky,410,4.6,tip
summertime,64,7.14,tip
chick,422,5.94,tip
walked,1316,6.0,tip
badly,116,2.88,tip
raw,903,4.24,tip
temperature,179,4.94,tip
current,413,5.58,tip
possible,718,6.24,tip
electronic,88,6.4,tip
golden,311,7.3,tip
gaming,64,6.42,tip
surprised,752,6.72,tip
ricky,58,5.64,tip
teacher,113,6.36,tip
extensive,334,5.48,tip
zoo,404,6.62,tip
odd,338,4.66,tip
desk,906,5.26,tip
personality,208,6.66,tip
costs,601,3.8,tip
puts,158,5.1,tip
bo,258,4.92,tip
experienced,435,6.82,tip
guards,32,4.3,tip
charged,740,5.04,tip
declined,47,3.16,tip
stolen,93,2.5,tip
shady,235,4.68,tip
practice,337,5.8,tip
complaints,608,3.04,tip
sea,683,6.94,tip
swiss,243,6.18,tip
fit,495,6.22,tip
pathetic,150,2.76,tip
workers,978,5.78,tip
definite,189,6.36,tip
mt,154,5.18,tip
regularly,257,5.94,tip
stuffed,1274,5.18,tip
nye,81,4.92,tip
zombies,23,4.0,tip
pure,325,6.88,tip
gal,173,5.69,tip
natural,443,6.56,tip
latin,196,5.38,tip
tho,605,4.72,tip
okay,2012,6.56,tip
jenny,100,6.0,tip
hooked,223,4.94,tip
longtime,18,5.24,tip
retail,178,5.9,tip
shirts,285,6.14,tip
starting,832,6.5,tip
ftw,639,4.94,tip
kevin,260,5.2,tip
struggle,45,3.4,tip
everytime,443,5.48,tip
cents,587,5.66,tip
blow,301,4.48,tip
plates,969,5.78,tip
site,722,5.32,tip
philadelphia,1152,5.72,tip
dope,235,3.5,tip
besides,290,5.14,tip
senior,150,5.64,tip
necessary,202,5.02,tip
turkish,173,5.56,tip
greek,1474,6.08,tip
nicole,161,5.48,tip
filled,722,5.52,tip
personal,756,6.06,tip
attention,781,5.8,tip
stage,258,5.72,tip
shorter,155,4.46,tip
complex,227,5.04,tip
fox,174,5.46,tip
pour,491,5.18,tip
origin,22,5.63,tip
balance,181,6.18,tip
protein,364,6.2,tip
gate,334,5.18,tip
smile,799,8.1,tip
brand,789,5.58,tip
welcome,1238,7.16,tip
hood,232,4.82,tip
expert,134,6.64,tip
doin,35,5.24,tip
shakespeare,31,6.88,tip
standard,668,5.0,tip
premium,242,6.16,tip
german,467,5.34,tip
school,1460,6.26,tip
photo,553,6.88,tip
surrounding,109,5.46,tip
history,551,5.84,tip
hung,151,4.08,tip
makin,31,4.94,tip
number,1282,5.3,tip
inventory,189,5.78,tip
cars,655,6.26,tip
already,1350,5.28,tip
suddenly,37,4.78,tip
schedule,644,5.02,tip
maintenance,196,4.84,tip
blood,455,3.82,tip
blonde,322,6.18,tip
point,2108,5.42,tip
generally,226,5.24,tip
throw,341,5.0,tip
barbie,17,5.86,tip
range,411,5.56,tip
thanksgiving,394,7.4,tip
gladly,84,7.26,tip
lost,748,2.76,tip
tons,924,5.56,tip
printed,101,5.88,tip
reviews,2110,5.3,tip
sippin,12,5.7,tip
eatin,50,5.82,tip
appointment,2011,5.52,tip
build,419,6.22,tip
ahhh,112,5.48,tip
bell,685,5.58,tip
nephew,113,6.54,tip
satisfied,563,7.28,tip
awkward,158,3.62,tip
third,499,5.3,tip
christmas,1166,7.96,tip
stroll,99,6.6,tip
clear,520,6.3,tip
cuz,257,4.68,tip
thoroughly,147,5.76,tip
mr,334,5.26,tip
wealth,30,7.38,tip
knowledge,270,7.24,tip
baby,1549,7.28,tip
hits,299,4.98,tip
oak,106,6.18,tip
scent,47,6.31,tip
phil,97,5.34,tip
creates,20,6.02,tip
finger,206,5.36,tip
smooth,475,6.8,tip
bike,895,6.72,tip
rain,405,6.36,tip
chose,220,5.66,tip
word,999,5.56,tip
fingers,398,5.58,tip
toes,162,5.14,tip
color,1058,7.0,tip
gulf,186,5.4,tip
winds,21,5.72,tip
tourists,197,6.08,tip
multiple,620,5.7,tip
nearly,348,5.26,tip
causing,33,4.82,tip
damn,1356,2.98,tip
host,455,6.06,tip
minute,1389,5.5,tip
response,337,5.68,tip
easily,704,7.02,tip
telling,254,5.3,tip
hotel,2859,6.16,tip
ton,464,5.24,tip
private,639,5.92,tip
grace,100,6.86,tip
potter,110,5.86,tip
literally,1079,5.32,tip
chased,17,4.29,tip
expecting,364,6.58,tip
shit,887,2.5,tip
apps,797,5.58,tip
station,1192,5.16,tip
institute,29,5.28,tip
breaking,96,3.98,tip
bubble,720,6.2,tip
pocket,126,5.7,tip
tobacco,39,3.48,tip
united,139,7.32,tip
states,220,5.64,tip
spoken,55,5.68,tip
quarter,915,5.56,tip
gw,11,4.94,tip
shortly,81,5.58,tip
serious,402,4.42,tip
lover,291,7.3,tip
league,144,5.8,tip
runner,73,5.6,tip
ball,555,6.08,tip
community,558,6.28,tip
accomplished,15,7.32,tip
owns,110,6.0,tip
preparing,69,5.76,tip
move,842,5.72,tip
relatively,144,5.6,tip
shade,228,6.1,tip
legs,458,6.06,tip
barnes,70,5.3,tip
noble,74,7.0,tip
buildings,109,5.62,tip
effing,50,4.38,tip
trees,244,6.98,tip
turning,109,5.32,tip
queen,262,6.24,tip
esp,190,5.4,tip
sexy,208,7.4,tip
named,349,5.58,tip
barely,442,4.24,tip
valentines,140,7.3,tip
im,643,5.02,tip
tempted,45,4.86,tip
pair,329,5.82,tip
steal,335,2.46,tip
piece,741,5.26,tip
ship,162,5.96,tip
mail,300,6.36,tip
rates,236,4.84,tip
window,989,6.1,tip
deep,1110,5.74,tip
tissue,136,5.41,tip
bella,113,6.06,tip
deals,1755,6.5,tip
hidden,1632,4.48,tip
wood,414,6.06,tip
hr,541,4.86,tip
sleep,312,7.16,tip
ive,313,5.02,tip
montreal,33,5.82,tip
central,372,5.6,tip
drag,175,4.14,tip
subway,363,5.32,tip
lit,278,5.64,tip
beard,148,4.82,tip
details,291,5.74,tip
claims,82,4.72,tip
weekly,560,5.3,tip
livin,10,6.15,tip
snow,517,6.32,tip
bunny,68,6.88,tip
effective,122,6.76,tip
compared,462,4.98,tip
c,1156,4.7,tip
convention,163,5.48,tip
nowhere,139,4.16,tip
flowers,365,7.56,tip
problem,1020,2.98,tip
bone,464,5.04,tip
olive,491,6.0,tip
freezing,211,3.22,tip
kept,729,5.74,tip
mission,164,5.68,tip
company,1720,5.44,tip
gold,393,7.56,tip
members,546,5.66,tip
whereas,21,5.0,tip
sont,7,5.1,tip
outta,141,4.56,tip
meet,728,6.38,tip
greet,165,6.66,tip
usual,966,5.22,tip
pouring,83,5.26,tip
advertising,112,5.04,tip
rather,850,4.98,tip
blocked,63,3.64,tip
unfortunately,743,2.76,tip
received,712,6.34,tip
armed,21,3.84,tip
forces,17,4.18,tip
god,936,7.28,tip
floss,12,5.55,tip
proceeds,96,6.24,tip
education,72,6.88,tip
baseball,215,5.84,tip
fiesta,125,7.18,tip
manner,140,5.38,tip
jane,86,5.5,tip
quantity,202,5.8,tip
versus,57,4.8,tip
eats,801,6.44,tip
happening,241,5.72,tip
useless,90,2.52,tip
twist,306,5.21,tip
punch,588,3.58,tip
earn,343,7.5,tip
marketing,50,5.2,tip
team,1058,6.26,tip
cheers,319,7.58,tip
shaw,26,5.18,tip
wide,586,5.46,tip
ethnic,66,5.84,tip
sake,541,5.66,tip
heck,200,4.48,tip
giving,685,6.98,tip
curb,91,4.68,tip
sports,1031,6.06,tip
fail,345,1.96,tip
taylor,187,5.52,tip
fees,255,3.68,tip
hoe,17,4.56,tip
attitude,949,5.8,tip
um,163,4.66,tip
explained,141,5.98,tip
upcoming,75,6.26,tip
posted,668,5.54,tip
beloved,43,7.34,tip
anna,128,5.78,tip
respect,230,7.34,tip
loco,79,5.04,tip
canada,71,5.98,tip
champagne,388,6.82,tip
rubber,81,5.8,tip
weather,930,5.88,tip
condition,121,4.72,tip
dad,311,7.02,tip
trail,413,6.14,tip
halloween,278,6.24,tip
bars,704,5.68,tip
blues,406,4.56,tip
viewing,83,5.76,tip
aged,204,4.28,tip
kentucky,66,5.8,tip
ruined,256,2.54,tip
effect,102,5.16,tip
prefer,556,6.52,tip
skinny,205,5.92,tip
stated,183,5.26,tip
sense,295,6.3,tip
flip,123,5.02,tip
cooper,45,5.16,tip
popcorn,723,6.76,tip
nails,1871,4.98,tip
colors,304,7.0,tip
la,1462,5.0,tip
force,91,4.0,tip
committed,29,6.38,tip
walmart,510,5.34,tip
drops,100,4.96,tip
submit,18,5.44,tip
sentence,22,5.22,tip
data,38,5.7,tip
seem,1126,5.24,tip
diet,408,4.62,tip
sparkle,23,7.08,tip
benefit,148,6.96,tip
massive,250,5.34,tip
honor,442,7.22,tip
twin,57,6.14,tip
sisters,82,6.62,tip
mans,26,5.1,tip
suit,184,5.3,tip
southwest,307,5.82,tip
knock,148,4.86,tip
lamb,1431,6.38,tip
brave,59,7.02,tip
battle,75,2.98,tip
drama,68,5.22,tip
replaced,283,4.34,tip
array,90,5.55,tip
scary,195,2.58,tip
machine,1019,5.38,tip
productions,18,5.86,tip
adult,524,6.14,tip
ways,242,5.3,tip
emergency,226,3.06,tip
receive,786,6.5,tip
bucket,225,5.32,tip
fans,367,7.02,tip
kicks,115,4.46,tip
butt,208,5.1,tip
enjoying,880,7.84,tip
donations,84,6.56,tip
feather,16,6.52,tip
perfectly,1037,7.28,tip
pee,103,4.14,tip
lay,80,5.58,tip
sour,1033,4.06,tip
impressive,381,7.04,tip
facility,599,5.26,tip
fallen,44,3.52,tip
arrival,158,6.32,tip
scratch,334,4.22,tip
winner,438,7.78,tip
veteran,112,5.6,tip
hawaii,99,7.02,tip
windy,76,5.3,tip
gregory,12,5.32,tip
russian,163,5.52,tip
featuring,172,5.78,tip
smith,101,5.1,tip
cbs,14,4.96,tip
pairs,100,5.98,tip
cultural,64,6.18,tip
indianapolis,309,5.6,tip
secure,91,6.92,tip
dropped,258,3.88,tip
changing,589,5.8,tip
discovery,49,6.54,tip
shelter,66,6.54,tip
tornado,37,3.36,tip
whoever,96,5.06,tip
related,112,5.96,tip
nasty,977,2.62,tip
message,245,6.08,tip
support,953,6.44,tip
illegal,93,2.86,tip
lafayette,36,5.46,tip
supporting,153,6.48,tip
moms,115,6.88,tip
pops,147,5.78,tip
fyi,927,5.14,tip
dropping,170,4.02,tip
closet,60,5.18,tip
niece,69,6.72,tip
decided,569,5.94,tip
realize,188,5.84,tip
cotton,65,6.22,tip
mixed,758,5.48,tip
register,666,5.26,tip
internal,13,5.2,tip
medicine,91,5.08,tip
screen,531,5.74,tip
map,273,5.5,tip
ages,285,4.5,tip
tools,102,5.54,tip
achieve,20,7.42,tip
funk,84,4.78,tip
monkey,223,6.28,tip
tag,228,5.08,tip
hello,497,7.0,tip
dutch,137,5.62,tip
showed,423,5.74,tip
heading,384,5.62,tip
worked,544,5.44,tip
communication,188,6.52,tip
execution,54,3.1,tip
architecture,80,6.4,tip
knife,92,4.08,tip
fight,199,2.7,tip
corners,38,5.02,tip
globe,12,6.28,tip
awe,39,5.94,tip
pigs,66,4.62,tip
peoples,34,5.82,tip
matters,84,5.24,tip
endless,223,5.32,tip
standing,446,5.36,tip
talking,493,6.46,tip
crap,728,3.34,tip
bound,157,4.6,tip
er,232,4.54,tip
normally,424,5.5,tip
practical,14,6.24,tip
tales,37,6.5,tip
kills,54,1.78,tip
carries,120,5.46,tip
tu,30,5.02,tip
fr,51,4.92,tip
sa,41,4.76,tip
su,43,5.0,tip
setting,691,5.02,tip
disaster,124,1.96,tip
unreal,242,4.57,tip
finding,357,5.8,tip
aqui,10,5.04,tip
art,1227,6.6,tip
returns,148,5.24,tip
penn,148,5.42,tip
landing,59,5.82,tip
quest,82,6.22,tip
format,28,5.56,tip
contain,52,5.7,tip
higher,396,6.46,tip
plays,197,6.72,tip
annie,69,5.78,tip
ann,114,5.14,tip
marie,67,5.58,tip
treatment,343,4.42,tip
guarantee,136,6.86,tip
makeup,152,5.76,tip
thinking,443,6.28,tip
hmmm,199,5.14,tip
news,419,5.6,tip
leslie,52,5.18,tip
bringing,361,6.04,tip
smiling,152,7.58,tip
argh,33,3.96,tip
dirt,174,3.7,tip
marks,63,5.1,tip
fifty,61,5.71,tip
charlie,170,5.62,tip
camp,166,6.26,tip
entirely,82,5.6,tip
assumed,35,4.96,tip
situation,238,5.0,tip
apparently,967,5.54,tip
plastic,499,4.46,tip
dana,60,5.4,tip
leaf,130,6.12,tip
hd,46,5.78,tip
outdoors,146,6.98,tip
northern,134,5.22,tip
sad,1335,2.38,tip
blown,156,4.34,tip
recipe,194,6.5,tip
stood,149,4.94,tip
drank,96,5.34,tip
retained,7,5.19,tip
wasnt,101,3.7,tip
drinking,760,6.14,tip
shed,29,5.22,tip
appointed,40,5.7,tip
au,472,4.92,tip
vitamin,43,6.88,tip
shots,564,3.32,tip
ellen,24,5.16,tip
lounge,715,6.5,tip
grass,312,6.46,tip
fed,203,5.78,tip
liberties,39,6.68,tip
vote,107,5.8,tip
labor,214,4.22,tip
training,442,5.74,tip
pace,190,5.64,tip
pink,411,6.32,tip
bus,510,5.1,tip
whoa,131,5.22,tip
famous,472,6.68,tip
particularly,178,5.46,tip
obvious,125,5.64,tip
faster,566,6.38,tip
purchased,342,6.38,tip
material,36,5.62,tip
grabbed,96,4.48,tip
son,813,7.12,tip
earned,107,7.08,tip
mi,869,5.02,tip
christine,65,5.5,tip
country,965,6.28,tip
unlimited,470,6.6,tip
lasts,111,5.98,tip
works,1181,5.5,tip
bill,1095,3.64,tip
hurt,204,2.18,tip
jaw,24,5.2,tip
chew,73,5.58,tip
jury,42,4.28,tip
duty,158,4.7,tip
sort,274,5.28,tip
stuck,343,3.66,tip
rear,201,5.12,tip
edward,24,5.26,tip
biggest,328,6.0,tip
float,161,6.02,tip
balls,737,5.86,tip
informed,231,6.18,tip
provide,381,6.4,tip
blanket,109,6.54,tip
rankings,3,5.7,tip
institution,99,4.58,tip
delta,119,5.36,tip
willing,387,6.4,tip
birds,164,6.96,tip
cab,295,5.2,tip
depot,202,5.16,tip
cage,57,3.44,tip
requirements,24,4.98,tip
rubin,15,4.94,tip
vehicle,401,6.08,tip
spaces,174,5.62,tip
sydney,31,5.68,tip
block,634,4.02,tip
beats,267,4.4,tip
chains,105,4.53,tip
song,129,7.58,tip
loss,94,2.56,tip
trio,240,5.54,tip
elaine,17,5.24,tip
barbara,861,5.22,tip
voodoo,211,3.86,tip
beware,1347,4.22,tip
doors,751,5.44,tip
chile,369,5.74,tip
field,205,5.88,tip
participate,55,6.4,tip
memorial,189,4.96,tip
image,76,5.94,tip
variation,27,5.5,tip
theatre,352,6.68,tip
unlike,292,4.04,tip
premier,53,6.2,tip
beginning,233,6.04,tip
satisfy,114,7.34,tip
fa,19,4.8,tip
characters,60,5.78,tip
ignorance,5,2.98,tip
mack,15,4.9,tip
freelance,5,6.08,tip
huh,86,4.72,tip
coat,193,6.08,tip
arms,57,5.38,tip
parks,132,7.14,tip
despite,466,4.48,tip
loving,542,7.96,tip
executive,78,5.58,tip
edge,117,4.98,tip
hospital,422,3.5,tip
wireless,76,6.18,tip
officially,251,5.04,tip
soo,399,4.9,tip
jam,428,6.02,tip
bf,167,5.96,tip
myself,779,6.3,tip
ourselves,105,5.98,tip
paradise,231,7.92,tip
desert,522,4.4,tip
yellow,411,5.8,tip
upside,135,6.21,tip
lee,229,5.3,tip
avid,23,6.22,tip
co,444,4.94,tip
whatever,726,4.58,tip
determine,18,5.8,tip
culture,127,6.72,tip
somewhere,1339,5.28,tip
fave,710,6.04,tip
picture,631,6.64,tip
camera,101,6.8,tip
operated,156,5.14,tip
resist,125,4.74,tip
books,527,7.28,tip
fruits,213,7.31,tip
ensure,115,6.12,tip
mistakes,93,2.92,tip
tooth,174,4.84,tip
blazing,30,5.52,tip
woohoo,201,6.84,tip
maine,89,5.82,tip
needing,89,4.94,tip
fri,686,6.18,tip
hottest,106,5.78,tip
beast,117,3.36,tip
expanded,171,5.88,tip
secret,655,4.84,tip
steppin,1,5.56,tip
fountain,506,6.68,tip
insurance,321,5.24,tip
testing,106,4.9,tip
lovers,459,7.54,tip
benjamin,48,5.68,tip
button,110,5.68,tip
significantly,60,6.08,tip
blend,358,5.72,tip
deaths,11,1.64,tip
couple,1382,7.3,tip
faces,163,6.2,tip
talent,122,7.06,tip
occasional,64,5.6,tip
goods,706,6.46,tip
haha,282,7.64,tip
fbi,6,4.32,tip
logo,65,5.68,tip
funny,603,7.92,tip
accepted,361,6.54,tip
dave,313,5.3,tip
belongs,24,6.3,tip
ex,115,4.18,tip
photos,410,6.94,tip
indians,40,6.3,tip
celebrity,34,6.02,tip
shut,437,3.56,tip
course,1619,5.42,tip
certain,415,6.06,tip
fixed,667,6.02,tip
jingle,14,6.24,tip
dispute,14,3.54,tip
aspects,27,5.56,tip
employee,652,5.74,tip
remark,7,5.49,tip
potential,157,6.68,tip
clients,270,5.56,tip
improving,41,6.96,tip
employer,26,5.71,tip
james,319,5.28,tip
semi,168,5.27,tip
northwest,47,5.7,tip
numbers,93,6.04,tip
airlines,98,5.6,tip
eric,173,5.08,tip
fridge,226,6.02,tip
term,127,4.94,tip
transportation,62,6.16,tip
sing,147,7.44,tip
throat,46,5.0,tip
vintage,269,6.26,tip
furniture,448,6.04,tip
metal,177,5.44,tip
hammer,17,4.46,tip
worthy,204,6.9,tip
sara,75,5.52,tip
gardens,194,7.24,tip
sweat,182,4.16,tip
entrance,1059,5.66,tip
handy,114,6.32,tip
jefferson,176,5.52,tip
jeff,233,5.2,tip
east,877,5.82,tip
td,28,5.06,tip
saved,325,6.88,tip
foster,335,5.12,tip
courtesy,149,6.74,tip
ouch,90,2.9,tip
giant,536,5.34,tip
comedy,235,7.98,tip
comics,48,6.88,tip
suffered,23,2.24,tip
chop,398,4.16,tip
either,1592,5.1,tip
hockey,197,5.42,tip
happens,211,5.2,tip
funky,337,5.72,tip
boat,351,6.08,tip
ran,485,5.5,tip
previous,337,4.88,tip
tops,239,6.04,tip
moderate,69,5.34,tip
gettin,182,5.02,tip
traditional,838,6.12,tip
judge,196,4.92,tip
cover,745,5.32,tip
ang,10,4.82,tip
puerto,72,5.14,tip
miriam,14,5.3,tip
increased,89,6.38,tip
stocks,21,5.36,tip
sets,139,5.08,tip
ave,678,5.1,tip
court,548,3.78,tip
youre,63,5.1,tip
stash,17,5.31,tip
intimate,352,6.76,tip
chill,1217,5.06,tip
donna,92,5.24,tip
broken,556,3.02,tip
les,89,4.76,tip
quarters,212,5.74,tip
notice,499,5.16,tip
cavity,10,3.24,tip
internet,410,7.48,tip
operating,85,5.44,tip
shack,216,4.36,tip
chest,62,5.54,tip
cap,185,5.56,tip
profit,61,7.66,tip
lisa,273,5.6,tip
concepts,23,6.02,tip
frog,76,5.26,tip
seconds,180,5.08,tip
ikea,117,5.48,tip
interested,250,6.84,tip
reduced,96,4.32,tip
patient,734,5.04,tip
bout,141,4.56,tip
presentation,445,5.42,tip
thin,1061,5.74,tip
management,1577,4.76,tip
understand,532,6.56,tip
chu,7,4.9,tip
involved,66,5.82,tip
guaranteed,160,6.78,tip
bulk,163,5.12,tip
woo,198,5.78,tip
pit,295,4.3,tip
calories,385,4.22,tip
skull,14,3.96,tip
hmm,125,5.04,tip
injured,25,2.22,tip
based,639,5.26,tip
imagine,218,7.18,tip
calls,296,5.42,tip
imperial,118,5.18,tip
caught,181,3.54,tip
immediately,408,5.66,tip
appears,238,5.68,tip
dull,51,3.24,tip
joke,653,7.62,tip
passing,160,5.44,tip
gin,282,5.9,tip
driving,640,6.18,tip
megan,113,5.46,tip
legit,709,6.08,tip
suggestion,161,5.84,tip
crappy,393,2.98,tip
properly,216,6.22,tip
nah,50,4.5,tip
ill,238,2.42,tip
herb,123,6.49,tip
dried,258,4.96,tip
con,536,3.7,tip
beam,34,6.6,tip
holes,157,4.62,tip
buried,34,2.84,tip
sunshine,117,7.94,tip
fat,829,3.24,tip
campaign,37,5.34,tip
saints,249,7.02,tip
optimistic,10,7.5,tip
acceptable,115,6.67,tip
sam,395,5.42,tip
gather,38,5.94,tip
skills,263,6.38,tip
pumpkin,1239,6.48,tip
tiny,887,4.9,tip
plaza,479,6.28,tip
optical,22,5.78,tip
outlets,361,6.06,tip
didnt,223,4.0,tip
shops,546,6.64,tip
pub,1008,6.02,tip
varied,98,5.56,tip
cherry,641,7.04,tip
cupcake,532,7.5,tip
valentine,209,7.4,tip
smaller,698,4.74,tip
appreciate,438,7.22,tip
infant,22,6.9,tip
slowly,88,4.32,tip
assistance,100,5.96,tip
figured,106,5.4,tip
mood,390,5.88,tip
kid,1136,6.84,tip
spider,89,4.28,tip
arm,102,5.5,tip
reserve,408,5.32,tip
mouse,113,5.36,tip
incident,33,4.02,tip
reading,497,6.78,tip
concerned,133,4.22,tip
killing,107,1.7,tip
profits,26,7.48,tip
contact,316,6.08,tip
groups,584,5.66,tip
preparations,14,5.94,tip
personnel,97,5.38,tip
written,130,5.7,tip
chris,540,5.22,tip
cycle,78,5.62,tip
westside,14,5.5,tip
animal,350,6.8,tip
interior,573,5.8,tip
energy,383,7.22,tip
joy,219,8.16,tip
anderson,34,5.22,tip
loop,142,5.46,tip
ban,50,2.66,tip
north,737,5.52,tip
joseph,65,5.4,tip
key,906,5.82,tip
leather,151,5.56,tip
toilet,213,4.88,tip
fitness,353,6.92,tip
signs,391,5.54,tip
bigger,621,6.38,tip
hannah,82,5.28,tip
messing,41,4.12,tip
wants,354,5.38,tip
toy,107,6.84,tip
join,707,6.22,tip
guilty,79,2.64,tip
cure,179,7.14,tip
ache,37,2.68,tip
pain,433,2.1,tip
nova,32,5.3,tip
user,47,5.48,tip
rating,272,5.54,tip
tryin,31,5.06,tip
substantial,38,5.94,tip
correct,575,7.02,tip
pow,27,4.2,tip
cent,569,5.68,tip
dressed,196,6.36,tip
strong,993,7.06,tip
gf,356,5.74,tip
tongue,147,5.44,tip
wells,189,5.48,tip
flies,228,3.6,tip
enter,602,5.84,tip
risk,196,3.62,tip
following,156,5.38,tip
link,117,5.78,tip
mu,20,5.14,tip
accordingly,180,5.8,tip
fired,262,2.3,tip
gross,1112,3.72,tip
yuck,478,3.16,tip
tin,61,5.06,tip
gear,205,5.34,tip
shift,146,5.26,tip
climbing,70,6.04,tip
yoga,576,7.04,tip
neat,504,6.72,tip
h,466,4.8,tip
dine,1075,6.7,tip
exhausted,28,3.14,tip
played,185,6.38,tip
wallet,216,5.94,tip
rye,254,5.32,tip
cannot,845,3.32,tip
candles,100,6.67,tip
alley,258,4.74,tip
supposed,421,5.14,tip
bye,246,3.96,tip
italy,203,6.18,tip
iron,229,5.34,tip
mornings,379,6.32,tip
parents,265,7.36,tip
lion,65,6.18,tip
continental,88,5.94,tip
harvey,46,5.28,tip
adding,297,5.72,tip
se,95,4.88,tip
piano,249,6.94,tip
cuts,466,3.64,tip
depends,95,4.72,tip
morgan,87,5.24,tip
og,56,4.86,tip
dat,232,4.76,tip
miles,569,5.3,tip
players,135,5.96,tip
becomes,58,5.8,tip
buying,626,6.4,tip
popped,75,4.94,tip
